S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,1336578,269657,272489,794432,343234,246519,0,
1,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Ambabhona,297544,Ambabhona,380792,380792,Ambabhona,1746,382,449,915,413,316,0,
1,Odisha,24,BARGARH,353,AMBABHONA,3825,BANJIPALLI,121668,BADJAMPALI,699625,,0,0,,341,48,120,173,83,0,0,Villages taken from SBM
2,Odisha,24,Bargarh,353,Ambabhona,3825,KARLA,298335,KHALIADHIPA,703828,,0,380835,KHALIADHIPA,0,0,0,0,1,0,0,Villages taken from SBM
2,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Budhipali,297548,Budhipali,380790,380790,Budhipali,479,0,259,220,93,73,0,
3,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Gangai,297546,Gangai,380833,380833,Gangai,440,0,232,208,98,0,0,
3,Odisha,24,BARGARH,353,ATTABIRA,3824,PAHARARIGIDA,121657,Forest Village,697149,,0,0,,35,22,11,2,1,0,0,Villages taken from SBM
4,Odisha,24,BARGARH,353,BIJEPUR,3827,BIJEPUR,327486,BAUNSPULA,692139,,0,0,,951,100,314,537,15,0,0,Villages taken from SBM
4,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Kandheipali,297547,Kandaipali,380791,380791,Kandaipali,209,0,2,207,51,16,0,
5,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Kutharpali,297551,Kutharpali,380831,380821,Kutarapali,373,63,140,170,87,53,0,
5,Odisha,24,BARGARH,353,BIJEPUR,3827,BIJEPUR,327485,BIJEPUR,692138,,0,0,,5852,1060,429,4363,988,0,0,Villages taken from SBM
6,Odisha,24,BARGARH,353,BIJEPUR,3827,BIJEPUR,327925,KANDHRA,697984,,0,0,,655,114,51,490,52,0,0,Villages taken from SBM
6,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Ludupali,297549,Ludupali,380788,380788,Ludupali,691,132,18,541,143,143,0,
7,Odisha,24,Bargarh,353,Ambabhona,3825,Ambabhona,121662,Sambalpuri,297553,Sambalpuri,380832,380832,Sambalpuri,332,8,100,224,93,54,0,
7,Odisha,24,BARGARH,353,BIJEPUR,3827,BIJEPUR,328170,KEUTIPALI,701520,,0,0,,668,132,16,520,153,0,0,Villages taken from SBM
8,Odisha,24,BARGARH,353,BIJEPUR,3827,JARING,121696,M.GANDPALI,696474,,0,0,,1102,321,59,722,124,0,0,Villages taken from SBM
8,Odisha,24,Bargarh,353,Ambabhona,3825,Banjipali,121668,Arjunda,297593,Arjunda,380756,380756,Arjunda,263,105,122,36,65,0,0,
