S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,624624,144905,67562,412157,152198,101589,170,
1,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Ainlamunda,311980,Ainlamunda,419029,419029,Ainlamunda,878,126,20,732,227,227,0,
1,Odisha,24,SONEPUR,365,BINIKA,3911,SINDURPUR,123597,KADALIPALI,697873,,0,0,,741,97,210,434,175,0,0,Villages taken from SBM
2,Odisha,24,SONEPUR,365,BIRMAHARAJPUR,3912,SUBALAYA,123621,SUBALAYA,697809,,0,0,,4393,888,57,3448,1575,0,0,Villages taken from SBM
2,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Babupali,311973,Babupali,419037,419037,Babupali,2428,701,269,1458,671,671,0,
3,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Bagdia,311976,Bagdia,419033,419033,Bagdia,781,205,281,295,217,217,0,
3,Odisha,24,SONEPUR,365,DUNGURIPALI,3913,DUNGURIPALI,123629,DUNGRITAL,701981,,0,0,,4899,826,435,3638,631,0,0,Villages taken from SBM
4,Odisha,24,SONEPUR,365,SONEPUR,3914,BALADI,123653,NAIKENPALI,694753,,0,0,,1641,514,199,928,206,0,0,Villages taken from SBM
4,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Bilei Mal,311979,Babupali,419037,419030,Teleimal,1826,600,268,958,150,150,0,
5,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Dendupadar,311974,Dendupadar,419036,419036,Dendupadar,1032,418,52,562,284,284,0,
5,Odisha,24,SONEPUR,365,SONEPUR,3914,CHHAKORMAL,123656,DABLONG,696065,,0,0,,0,0,0,0,487,0,0,Villages taken from SBM
6,Odisha,24,SONEPUR,365,TARBHA,3915,BAGHIA,255898,DUMERPALI,700102,,0,0,,296,49,100,147,96,0,0,Villages taken from SBM
6,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Khaliapali,311975,Khaliapali,419038,419038,Khaliapali,311,134,75,102,69,69,0,
7,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Palaspali,311977,Palsapali,419034,419034,Palsapali,1005,229,45,731,277,277,0,
7,Odisha,24,SONEPUR,365,ULLUNDA,3916,JAUNRABHAUNRA,123680,KARNA PUR,696408,,0,0,,5,0,0,5,33,0,0,Villages taken from SBM
8,Odisha,24,SONEPUR,365,ULLUNDA,3916,KADODAR,123682,UMADEIPALI,693125,,0,0,,53,6,0,47,24,0,0,Villages taken from SBM
8,Odisha,24,Subarnapur,365,Binka,3911,Babu Pali,123607,Talmunda,311978,Talmunda,419032,419032,Talmunda,831,142,9,680,212,212,0,
9,Odisha,24,Subarnapur,365,Binka,3911,Banki Giridi,123595,Akhidadar,311911,Akhidadar,419047,419047,Akhidadar,1092,171,521,400,289,289,0,
9,Odisha,24,Subarnapur,365,Birmaharajpur,3912,KENJHARIAPALI,123610,KHAIRMAL,704143,,0,419264,KHAIRMAL,0,0,0,0,1,0,0,Villages taken from SBM
10,Odisha,24,Subarnapur,365,Tarva,3915,SARGAJ,123661,BANDHAKHOL,704144,,0,419727,BANDHAKHOL,0,0,0,0,1,0,0,Villages taken from SBM
10,Odisha,24,Subarnapur,365,Binka,3911,Banki Giridi,123595,Arigaon,311912,Arigaon,419048,419048,Arigaon,1209,401,127,681,317,317,0,
11,Odisha,24,Subarnapur,365,Binka,3911,Banki Giridi,123595,Bankigiridi,311907,Bankigiridi,419041,419041,Bankigiridi,2104,549,433,1122,656,656,0,
