S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,1567293,330480,4097,1232716,324866,230465,362,
1,Odisha,24,PURI,352,BRAHMAGIRI,3811,BRAHMAGIRI,121371,BADABANDHA KERA,701774,,0,0,,395,0,0,395,300,0,0,Villages taken from SBM
1,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Alangapur,296443,Alangapur,409209,409209,Alangapur,847,43,0,804,159,0,0,
2,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Athatira,296444,Athatira,409202,409202,Athatira,1310,77,0,1233,303,13,0,
2,Odisha,24,PURI,352,BRAHMAGIRI,3811,DHARANIKUDI,121372,KHETANDI NO. 1,694843,,0,0,,0,0,0,0,186,0,0,Villages taken from SBM
3,Odisha,24,PURI,352,BRAHMAGIRI,3811,DIMIRISENA,121370,ALNI PUR,696483,,0,0,,278,215,0,63,105,0,0,Villages taken from SBM
3,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Barapada,296439,Barapada,409208,409208,Barapada,566,125,0,441,147,3,0,
4,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Beguniabasta,296440,Beguniabasta,409207,409207,Beguniabasta,2925,187,0,2738,591,0,0,
4,Odisha,24,PURI,352,DELANGA,3818,KHELAUR,298477,BERHAMPUR,700225,,0,0,,1787,234,0,1553,70,0,0,Villages taken from SBM
5,Odisha,24,PURI,352,KAKAT PUR,3814,KADUANUAGAON,275902,SANTRAS,696802,,0,0,,0,0,0,0,220,0,0,Villages taken from SBM
5,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Gopalpur,296441,Gopalpur,409205,409223,Gopalpur,482,39,0,443,119,0,0,
6,Odisha,24,Puri,352,Astarang,3815,Alangapur,121461,Karanijapur,296442,Karanjapur,409210,409210,Karanjapur,749,223,0,526,162,0,0,
6,Odisha,24,Puri,352,Kakatpur,3814,KADUANUAGAON,275902,UPULA,704337,,0,409600,UPULA,0,0,0,0,1,0,0,Villages taken from SBM
7,Odisha,24,PURI,352,KRUSHNAPRASAD,3810,MALUD,121358,MALUD,692640,,0,0,,2893,1195,0,1698,719,0,0,Villages taken from SBM
7,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Alasahi,296455,Alasahi,409201,409201,Alasahi,2296,1234,0,1062,495,0,0,
8,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Ananta,296454,Ananta,409211,409211,Ananta,1072,131,3,938,278,39,0,
8,Odisha,24,PURI,352,KRUSHNAPRASAD,3810,RAMALENKA,121362,KUNJALA(HARIJAN),696482,,0,0,,139,63,0,76,72,0,0,Villages taken from SBM
9,Odisha,24,Puri,352,Krushnaprasad,3810,RAMALENKA,121362,PATANASI,703878,,0,409668,PATANASI,0,0,0,0,1,0,0,Villages taken from SBM
9,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Asan,296453,Asana,409203,409203,Asana,1300,194,0,1106,302,0,0,
10,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Baranga,296452,Baranga,409212,409212,Baranga,855,204,0,651,199,0,0,
10,Odisha,24,PURI,352,NIMAPADA,3816,BHODAR,121480,GOVINDPUR,697535,,0,0,,61,61,0,0,81,0,0,Villages taken from SBM
11,Odisha,24,PURI,352,PIPILI,3817,BIRAPURUSOTAMPUR,298470,HARIPUR,693677,,0,0,,216,0,0,216,24,0,0,Villages taken from SBM
11,Odisha,24,Puri,352,ASTARANG,3815,ALASAHI,121463,BEGHARI,659984,,,409215,Beghari,202,120,0,82,55,0,0,
12,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Dakhinamul,659986,Dakhinmul,409278,409278,Dakhinmul,68,34,0,34,11,0,0,
12,Odisha,24,PURI,352,PIPILI,3817,BIRAPURUSOTAMPUR,298470,KALYANPUR,700224,,0,0,,119,45,0,74,1,0,0,Villages taken from SBM
13,Odisha,24,PURI,352,PIPILI,3817,HATASAHI,121496,LAHANGA,695350,,0,0,,375,119,0,256,131,0,0,Villages taken from SBM
13,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Olihan,296451,Olihan,409213,409213,Olihan,586,67,0,519,121,2,0,
14,Odisha,24,Puri,352,Astarang,3815,Alasahi,121463,Patasundarpur,296450,Patasundarpur,409195,409113,Patasundarpur,1504,1495,0,9,341,0,0,
14,Odisha,24,PURI,352,PIPILI,3817,RUPADEIPUR,121499,CHAKA SOLANA,693678,,0,0,,397,0,0,397,95,0,0,Villages taken from SBM
15,Odisha,24,PURI,352,PIPILI,3817,TEISIPUR,121507,KANKANADUA,695351,,0,0,,397,38,0,359,87,0,0,Villages taken from SBM
15,Odisha,24,Puri,352,Astarang,3815,Astaranga,121458,Astaranga,296420,Astaranga,409222,409222,Astaranga,5843,1128,57,4658,912,2,0,
16,Odisha,24,Puri,352,Astarang,3815,Astaranga,121458,Kantapahanala,296417,Kantapayara,409242,409242,Kantapayara,620,168,0,452,138,0,0,
16,Odisha,24,PURI,352,SADAR,3812,BELADAL,298502,ALANGA,694306,,0,0,,6,0,0,6,5,0,0,Villages taken from SBM
17,Odisha,24,PURI,352,SADAR,3812,BIRAPRATAPPUR,121401,BIRAPRATAPPUR,694844,,0,0,,4284,789,0,3495,598,0,0,Villages taken from SBM
17,Odisha,24,Puri,352,Astarang,3815,Astaranga,121458,Kuanarpur,296419,Kuanarpur,409243,409243,Kuanarpur,697,217,2,478,148,0,0,
18,Odisha,24,Puri,352,Astarang,3815,Astaranga,121458,Kuhudi,296415,Kuhudi,409224,409224,Kuhudi,1418,127,0,1291,330,0,0,
18,Odisha,24,PURI,352,SATYABADI,3820,MAHURA,121555,PURUNABAGALPUR,696801,,0,0,,0,0,0,0,7,0,0,Villages taken from SBM
19,Odisha,24,Puri,352,Astarang,3815,Astaranga,121458,Malada,296416,Malada,409225,409225,Malada,650,75,0,575,147,146,0,
