S.No.,State,StateId,District,DistrictId,Block,BlockId,Panchayat,PanchayatId,Village,Villageid,Census Village Name,Census Village Code,LGD Villageid,LGD Village Name,Tot Pop,SC Pop,ST Pop,GEN Pop,No. of House Holds,House Connection Provided as on 01/04/2024,Houseconnection Provided in 2024-2025 including private connection,Status
,Total,,,,,,,,,,,,,,1930497,454284,166248,1309965,451346,314998,1011,
1,Odisha,24,Jajpur,359,Badachana,3865,Achutibasanta,255817,Achutibasanta,303519,Achuti Basant,401807,401807,Achuti Basant,1914,800,88,1026,447,447,0,
1,Odisha,24,JAJAPUR,359,BADCHANA,3865,ARAKHAPUR,122580,BARABATI,697352,,0,0,,304,101,0,203,99,0,0,Villages taken from SBM
2,Odisha,24,JAJAPUR,359,BADCHANA,3865,ARAKHAPUR,122580,PADMALAVPUR,701921,,0,0,,353,26,1,326,165,0,0,Villages taken from SBM
2,Odisha,24,Jajpur,359,Badachana,3865,Achutibasanta,255817,Asia,303520,Asia,401824,401824,Asia,1016,431,136,449,254,254,0,
3,Odisha,24,Jajpur,359,Badachana,3865,Achutibasanta,255817,Gadajit,303516,Gadajit,401825,401825,Gadajit,333,0,0,333,128,128,0,
3,Odisha,24,JAJAPUR,359,BADCHANA,3865,SAMIA,122583,HARICHANDANPUR,700230,,0,0,,0,0,0,0,11,0,0,Villages taken from SBM
4,Odisha,24,JAJAPUR,359,BARI,3874,GOLAKANDA,122839,GOLKUNDA,696292,,0,0,,1233,339,0,894,267,0,0,Villages taken from SBM
4,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Anaka,611053,Anaka,401838,401838,Anaka,1822,211,0,1611,521,521,0,
5,Odisha,24,JAJAPUR,359,DAHRMASALA,3869,CHARFAMUHA,122712,KAPILESWARPUR -II,700693,,0,0,,153,43,0,110,22,0,0,Villages taken from SBM
5,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Bhuluka,303371,Bhuluka,401826,401826,Bhuluka,1484,169,0,1315,515,515,0,
6,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Dakhinakula,303374,Dakhinakula,401800,401800,Dakhinakula,893,75,0,818,215,215,0,
6,Odisha,24,JAJAPUR,359,DAHRMASALA,3869,GANGADHARPUR,298610,PALAR,701924,,0,0,,727,18,544,165,54,0,0,Villages taken from SBM
7,Odisha,24,JAJAPUR,359,DAHRMASALA,3869,HARIDASPUR,122715,KANCHIA,700694,,0,0,,405,103,157,145,164,0,0,Villages taken from SBM
7,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Khadianga,303373,Khadiyanga,401799,401799,Khadiyanga,1714,565,0,1149,332,332,0,
8,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Krushnapur Sasan,303369,Krishnapur Sasan,401837,401837,Krishnapur Sasan,432,0,0,432,146,146,0,
8,Odisha,24,JAJAPUR,359,DANAGADI,3867,GOBARDHANPUR,122653,JEMADEIPUR,701923,,0,0,,0,0,0,0,85,0,0,Villages taken from SBM
9,Odisha,24,JAJAPUR,359,DANAGADI,3867,KIAJHAR,122652,KIAJHAR,701922,,0,0,,0,0,0,0,1073,0,0,Villages taken from SBM
9,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Mahadeipur,303367,Ramachandrapur,401656,401827,Mahadeipur,1457,471,175,811,288,288,0,
10,Odisha,24,Jajpur,359,Badachana,3865,Anaka,122585,Mahipur,303370,Ramachandrapur,401656,401829,Mahipur,863,133,157,573,192,192,0,
10,Odisha,24,JAJAPUR,359,DANAGADI,3867,MANGALPUR,298600,SATA BAINSIA,695425,,0,0,,170,0,45,125,41,0,0,Villages taken from SBM
