S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,206,200,502,"23,097","86,172"
1,Baligam,2,2,39,"1,620","6,420"
2,Bodaput,7,7,19,704,"2,575"
3,Boipariguda,2,2,11,442,"1,853"
4,Chandrapada,3,3,11,787,"2,821"
5,Cherka,4,4,35,"1,097","4,069"
6,Chipakur,27,27,28,"1,466","5,594"
7,Dandabadi,20,20,35,"2,788","11,086"
8,Dasamantapur,9,9,21,"1,012","3,514"
9,Doraguda,5,5,26,842,"3,138"
10,Haladikunda,19,16,37,"1,779","6,923"
11,Kathapada,18,17,31,"1,378","5,073"
12,Kenduguda,18,18,35,"1,170","3,926"
13,Kollar,12,11,33,"1,709","6,591"
14,Mahuli,7,7,19,"1,205","4,109"
15,Majhiguda,17,16,33,"1,399","4,684"
16,Mathapoda,9,9,33,"1,610","5,745"
17,Pendapoda,2,2,8,417,"1,408"
18,Pujariguda,12,12,20,850,"3,314"
19,Ramagiri,12,12,22,487,"1,834"
20,Tentulligumma,1,1,6,335,"1,495"
,Total,206,200,502,"23,097","86,172"
