S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,12,12,126,621
1,Budaguda,1,1,41,124
2,Gumikia,3,3,0,0
3,Hatimunda,1,1,0,0
4,Kumbharigan,1,1,0,0
5,Partamaha,1,1,51,86
6,Siangabali,2,2,18,63
7,Sonepur,1,1,6,270
8,Tilori,2,2,10,78
,Total,12,12,126,621
