S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,3,3,300,890
1,Bhitaraandhari,1,1,1,130,169
2,Chatua,1,1,1,125,445
3,Gadabishunpur,2,1,1,45,276
,Total,4,3,3,300,890
