S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,30,28,46,"2,652","11,414"
1,Ambiki,1,1,1,32,130
2,Balitutha.,1,1,1,61,520
3,Bhitaraandhari,3,3,4,475,"1,674"
4,Chatua,1,1,1,125,445
5,Erasama,2,2,2,66,417
6,Gadabishunpur,2,1,1,45,276
7,Gadakujang,2,2,7,391,"2,260"
8,Goda,1,1,2,169,778
9,Janakadeipur,2,2,6,318,"1,285"
10,Jappa,2,2,2,19,96
11,Jirailo,2,1,1,102,516
12,Krushnachandrapur,5,5,8,404,"1,102"
13,NARADIA,1,1,1,8,71
14,Nuadihi,1,1,1,22,92
15,Pokhariapada,3,3,5,208,844
16,Somepur,1,1,3,207,908
,Total,30,28,46,"2,652","11,414"
