S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,78,0
1,Dhinkia,1,1,0,0
2,Gadabishunpur,1,1,78,0
3,Jirailo,1,1,0,0
,Total,3,3,78,0
