S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,19,"1,290","4,981"
1,Amli Pali,1,1,5,343,"1,372"
2,Godbhaga,1,1,1,6,35
3,Kadobahal,1,1,1,148,558
4,Kultatukura,1,1,1,142,513
5,Lachida,1,1,1,42,193
6,Tamparsara,1,1,10,609,"2,310"
,Total,6,6,19,"1,290","4,981"
