S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,2,31,127
1,Kiripsira,1,1,1,26,105
2,Tasladihi,1,1,1,5,22
,Total,2,2,2,31,127
