S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,77,76,404,"7,434","30,890"
1,Gressingia,10,10,55,877,"3,581"
2,Kalinga,13,13,65,"1,685","7,197"
3,Katingia,4,4,31,708,"3,121"
4,Lingagada,8,8,45,828,"3,453"
5,Malikapadi,13,13,69,"1,166","4,836"
6,Raikala,7,7,54,830,"3,173"
7,Ratingia,8,8,39,518,"2,067"
8,Talarimaha,14,13,46,822,"3,462"
,Total,77,76,404,"7,434","30,890"
