S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,6,55,346
1,Lenkudipada,1,1,1,5,40
2,Nabaghanapur,2,2,2,18,103
3,Nadiali,1,1,1,12,63
4,Natugaon,1,1,1,8,58
5,Notar,1,1,1,12,82
,Total,6,6,6,55,346
