S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,47,43,145,"4,957","21,837"
1,Arkil,2,2,4,33,265
2,Badagunduri,1,1,4,249,"1,100"
3,Bajrakot,4,4,8,383,"1,843"
4,Balipasi,8,7,21,781,"3,380"
5,Bijigol,2,2,7,388,"1,614"
6,Biru,5,5,15,468,"2,248"
7,Burukuna,3,3,7,204,870
8,Dalak,2,2,6,272,"1,161"
9,Hanumanpur,4,3,6,144,652
10,Hariharpur,2,2,5,122,585
11,Kamarei,1,1,3,105,523
12,Kaniha,4,4,18,660,"2,976"
13,Kulei,1,1,8,185,828
14,Kuluma,2,1,1,89,339
15,Parabila,1,1,2,115,433
16,Samal,2,1,13,50,202
17,Sana Tribida,1,1,2,26,127
18,Talapada,2,2,15,683,"2,691"
,Total,47,43,145,"4,957","21,837"
