S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,4,4,280,768
1,Balim,1,1,1,203,451
2,Jalsoharia,1,1,1,7,26
3,SIANROI,1,1,1,36,165
4,Tukurihazira,1,1,1,34,126
,Total,4,4,4,280,768
