S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,47,46,138,"9,547","36,563"
1,Borguda,1,1,2,46,157
2,Brundabahal,2,2,8,442,"1,836"
3,Chahaka,2,2,3,264,"1,034"
4,Chapria,1,1,3,322,"1,262"
5,Chichia,1,1,2,206,867
6,Dhamanpur,7,6,33,"1,732","6,453"
7,Farang,1,1,1,76,448
8,Funda,1,1,8,165,608
9,Golamunda,1,1,9,"1,476","5,777"
10,Khaliapali,4,4,5,182,672
11,Khamarhaldi,2,2,5,555,"2,128"
12,Leter,2,2,7,717,"2,634"
13,Mahaling,3,3,6,382,"1,397"
14,Manjhari,1,1,1,2,26
15,Naktikani,4,4,12,536,"1,931"
16,Nuagaon,5,5,10,575,"2,127"
17,Rengasapali,5,5,11,416,"1,527"
18,Sinapali,1,1,3,63,218
19,Uchhala,3,3,9,"1,390","5,461"
,Total,47,46,138,"9,547","36,563"
