S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,7,7,784,"1,654"
1,Achyutpur,2,2,67,380
2,Badanuagan,1,1,0,0
3,Dalang-2,1,1,55,293
4,Dungura,1,1,350,101
5,Mahatipur,1,1,137,182
6,Manitri,1,1,175,698
,Total,7,7,784,"1,654"
