S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,51,48,89,"5,550","23,257"
1,Badabarsingh,4,3,3,238,"1,076"
2,Badakambilo,11,11,20,680,"2,686"
3,Badamba,2,2,3,138,578
4,Banamalipur,1,1,1,91,361
5,Bangarisinga,1,1,1,218,878
6,Dasarathipur,1,1,1,13,51
7,Diniari,1,1,1,57,188
8,Gadapokhari,1,1,3,213,"1,229"
9,Gopalpur,2,2,2,555,"2,178"
10,Gopinathpur,1,1,1,10,41
11,Judum,1,1,2,636,"2,502"
12,Kasikiari,1,1,5,101,360
13,Khuntakata,4,4,4,89,386
14,Kolaswar,4,4,10,575,"2,432"
15,Kunarpal,3,2,10,373,"1,614"
16,Malati,4,4,4,105,516
17,Manapur,1,1,3,369,"1,633"
18,Mangarajpur,1,1,3,117,543
19,Muga Gahira,1,1,5,431,"1,704"
20,Parajapada,1,1,1,285,"1,212"
21,Sanabarasinga,5,4,6,256,"1,089"
,Total,51,48,89,"5,550","23,257"
