S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,80,80,375,"10,115","43,790"
1,Badgogua,2,2,9,249,965
2,Bhalupani,9,9,67,"1,168","5,234"
3,Bonaigarh,2,2,12,612,"2,775"
4,Bonaikela,2,2,6,288,"1,222"
5,Govindpur,7,7,25,786,"3,327"
6,Jakeikela,6,6,21,662,"2,730"
7,Jhirdapali,8,8,40,"1,066","4,658"
8,Kasada,15,15,64,"1,161","5,476"
9,Kenaveta,3,3,16,583,"2,415"
10,Kendrikela,6,6,25,831,"3,442"
11,Pithachor,9,9,38,864,"3,730"
12,Ruguda,6,6,21,605,"2,666"
13,S.bolang,5,5,31,"1,240","5,150"
,Total,80,80,375,"10,115","43,790"
