S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,4,16,493,"1,768"
1,Bhatli,1,1,5,61,295
2,Halupali,1,1,4,246,799
3,Kelendapali,1,1,3,70,256
4,Urduna,1,1,4,116,418
,Total,4,4,16,493,"1,768"
