S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,3,3,39,"1,266"
1,Jiginpur,1,1,0,0
2,Katikata,1,1,0,0
3,Mohamadpur,1,1,39,"1,266"
,Total,3,3,39,"1,266"
