S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,49,47,190,"5,279","21,637"
1,Baliapada,1,1,4,84,382
2,Bandhakatia,2,2,10,143,"1,264"
3,Bandhupur,1,1,9,251,"1,107"
4,Barado,1,1,8,44,204
5,Daudapur,3,3,14,335,"1,402"
6,Ishaniberhampur,5,5,5,372,"1,751"
7,Jamara,2,2,9,227,"1,054"
8,Janardanpur,2,2,4,78,412
9,Jhadeswarpur,2,2,10,504,"1,860"
10,Jiginpur,2,1,1,4,133
11,Katarpada,2,2,11,246,988
12,Katikata,3,2,6,86,330
13,Kendupatna,4,4,12,162,636
14,Kentalo,1,1,10,202,993
15,Kerilo,1,1,7,106,509
16,Kolanpur,1,1,9,479,"1,796"
17,Manijanga,1,1,2,26,157
18,Manpur,1,1,1,301,735
19,Nagaspur,1,1,2,32,133
20,Nemalo,1,1,6,83,400
21,Nischintakoili,1,1,2,27,68
22,Oriti,3,3,11,132,497
23,Palada,3,3,14,629,"2,505"
24,Sarapada,1,1,13,346,"1,465"
25,Sirlo,1,1,1,58,91
26,Sukarpada,1,1,5,79,415
27,Tilakana,1,1,3,25,102
28,Uttarkula,1,1,1,218,248
,Total,49,47,190,"5,279","21,637"
