S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,190,667
1,Arabaka,1,1,0,0
2,B.bapalmendi,1,1,33,213
3,Chahali,1,1,0,75
4,Sankarakhole,2,2,157,379
,Total,5,5,190,667
