S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,97,96,252,"11,857","53,279"
1,Badigata,5,5,9,465,"2,416"
2,BEJANGAWADA,4,4,5,333,"1,323"
3,Bhubanpalli,4,4,11,756,"3,154"
4,BODILI,2,2,5,241,"1,004"
5,CHINTALWADA,4,4,13,627,"2,788"
6,CHITRANGAPALLI,6,6,17,613,"2,332"
7,GOMPAKONDA,5,4,8,434,"2,304"
8,Gumuka,2,2,4,92,429
9,KALIMELA,2,2,3,258,"1,110"
10,Kangurukonda,1,1,2,142,719
11,KOIMETLA,1,1,3,371,"2,562"
12,LUGEL,3,3,10,373,"1,719"
13,MAHARAJPALLI,3,3,11,715,"3,461"
14,Mallavaram,8,8,31,"1,343","5,637"
15,MANDAPALLI,4,4,10,654,"3,018"
16,Manyamkonda,9,9,23,723,"3,175"
17,Motu,6,6,12,555,"2,044"
18,Nallagunthi,3,3,4,152,688
19,Pusuguda,9,9,21,713,"3,047"
20,Tandabai,4,4,11,692,"3,157"
21,Telrai,8,8,26,923,"4,315"
22,TIGAL,1,1,7,407,"1,627"
23,VENKATAPALLAM,3,3,6,275,"1,250"
,Total,97,96,252,"11,857","53,279"
