S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,10,586,"2,009"
1,Barikel,1,1,3,52,218
2,Dahigaon,1,1,2,338,"1,002"
3,Dahita,1,1,2,20,93
4,Kansingha,1,1,2,63,242
5,Sargibahal,1,1,1,113,454
,Total,5,5,10,586,"2,009"
