S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,184,372,"10,072","46,319"
1,Bijapur,19,42,"1,076","6,012"
2,Budubali,31,65,"1,292","6,211"
3,Chandrapur,16,44,"1,893","8,975"
4,DANGASORADA,37,69,"1,662","7,510"
5,Hanumantpur,35,72,"2,003","7,985"
6,Piskapanga,21,29,870,"4,015"
7,Sarkima,12,29,666,"3,001"
8,Turiguda,13,22,610,"2,610"
,Total,184,372,"10,072","46,319"
