S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,2,418,"1,611"
1,Deypur,1,1,1,172,645
2,Heramal,1,1,1,246,966
,Total,2,2,2,418,"1,611"
