S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,184,182,370,"9,943","46,080"
1,Bijapur,19,19,42,"1,076","6,012"
2,Budubali,31,31,65,"1,292","6,211"
3,Chandrapur,16,16,44,"1,893","8,975"
4,Dangasarada,37,36,68,"1,590","7,305"
5,Hanumantpur,35,34,71,"1,946","7,951"
6,Piskapanga,21,21,29,870,"4,015"
7,Sarkima,12,12,29,666,"3,001"
8,Turiguda,13,13,22,610,"2,610"
,Total,184,182,370,"9,943","46,080"
