S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,17,17,23,"2,400","10,357"
1,Anta,1,1,1,490,"1,807"
2,Badajuna,1,1,1,97,441
3,Balia,4,4,9,597,"2,668"
4,Dhanapur,1,1,1,392,"1,672"
5,Gadapadar,1,1,1,146,650
6,HADIA,1,1,1,45,164
7,Jayantgiri,1,1,1,93,454
8,Kanga,2,2,2,160,631
9,Kebidi,1,1,2,190,763
10,Phampuni,1,1,1,85,670
11,Randhapali,1,1,1,81,347
12,Tankua,1,1,1,11,50
13,Umuri,1,1,1,13,40
,Total,17,17,23,"2,400","10,357"
