S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,10,43,"1,234","5,389"
1,Khinda,1,1,4,101,442
2,Laida,4,4,13,434,"1,782"
3,Lapanga,1,1,2,135,545
4,Rengali,1,1,20,451,"2,137"
5,Salad,3,3,4,113,483
,Total,10,10,43,"1,234","5,389"
