S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,15,15,30,"1,564","7,553"
1,Berboi,1,1,2,23,120
2,Delanga Kothbad,1,1,3,190,968
3,Ghanipur,2,2,3,76,443
4,Godamotary,2,2,5,307,"1,610"
5,Gudiputmatiapada,1,1,2,124,621
6,Harirajpur,1,1,6,442,"2,090"
7,Jenapur,3,3,3,46,222
8,Sri Purussottampur,1,1,2,166,720
9,Sujanpur,3,3,4,190,759
,Total,15,15,30,"1,564","7,553"
