S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,10,9,15,212,"1,087"
1,BAYAKUMUTIA,3,3,5,28,195
2,Jatra,1,1,1,12,60
3,Karangadihi,4,3,3,69,343
4,Kumundi (ka),1,1,5,85,399
5,Phuljhar,1,1,1,18,90
,Total,10,9,15,212,"1,087"
