S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,8,8,11,870,"3,349"
1,Banki Giridi,2,2,3,301,"1,167"
2,Bhandar,1,1,1,16,62
3,Kuhibahal,1,1,1,207,864
4,Mahada,1,1,1,5,31
5,Meghla,2,2,4,327,"1,171"
6,Seledi,1,1,1,14,54
,Total,8,8,11,870,"3,349"
