S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,119,709
1,Jamudoli,1,1,54,142
2,Lunahandi,1,1,30,233
3,Paika Sahi,1,1,12,123
4,Thakura Gada,1,1,23,211
,Total,4,4,119,709
