S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,27,25,54,"6,147","26,893"
1,Anantei,4,3,6,837,"3,376"
2,Ankusapur,1,1,1,252,"1,184"
3,Baghalati,1,1,3,238,"1,073"
4,Balipada,3,3,6,666,"2,785"
5,Banthapalli,1,1,1,11,46
6,Borigam,1,1,3,131,512
7,Boulajholi,1,1,3,312,"1,417"
8,Dakhinpur,1,1,1,22,117
9,Dengapadar,2,1,4,422,"1,843"
10,Hugulapata,1,1,1,102,492
11,Jagadalpur,1,1,3,363,"1,626"
12,Kukkudakhandi,2,2,5,484,"2,172"
13,LANJIA,1,1,2,112,485
14,Lathi,1,1,1,586,"2,353"
15,Mahuda,2,2,2,455,"1,813"
16,Masiakhali,2,2,3,156,875
17,Rohigam,1,1,5,402,"2,011"
18,Sehala,1,1,4,596,"2,713"
,Total,27,25,54,"6,147","26,893"
