S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,5,5,9,153,790
1,Andali,1,1,1,10,60
2,DUMERJORE,1,1,1,8,40
3,Jhunmur,1,1,1,31,158
4,Kuarmunda,1,1,5,96,492
5,KUMJHARIA,1,1,1,8,40
,Total,5,5,9,153,790
