S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,930,"2,448"
1,Badastia,2,2,30,857
2,Banshada,1,1,6,8
3,Tentulidiha,1,1,894,"1,583"
,Total,4,4,930,"2,448"
