S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,3,3,5,353,"1,371"
1,Chardapali,1,1,1,63,264
2,Mithapali,1,1,1,178,546
3,Paikmal,1,1,3,112,561
,Total,3,3,5,353,"1,371"
