S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,2,2,3,66,291
1,Jatili,1,1,1,6,30
2,Tembaguda,1,1,2,60,261
,Total,2,2,3,66,291
