S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,194,189,293,"21,013","92,602"
1,Badakhillapadar,11,11,18,"1,124","5,288"
2,Bankili,13,12,20,"1,056","5,284"
3,Bhoimoda,12,12,20,829,"4,035"
4,Dumuriguda,6,6,10,761,"3,451"
5,Dunduli,15,15,23,"1,839","8,933"
6,Gadiseskhal,17,16,27,"1,960","9,192"
7,Jharadi,8,8,13,753,"3,034"
8,Kailaspur,17,17,28,"1,431","6,750"
9,Karthikguda,4,4,5,424,"1,862"
10,KATIKANA,9,9,14,882,"3,625"
11,Keliguda,10,9,12,969,"3,568"
12,Khedapada,9,9,12,981,"4,289"
13,Kolnara,17,16,28,"2,483","9,838"
14,Mukundapur,13,12,15,"1,160","4,757"
15,Rekhapadar,14,14,18,"1,013","3,752"
16,Suri,13,13,20,"1,175","4,953"
17,Therubali,6,6,10,"2,173","9,991"
,Total,194,189,293,"21,013","92,602"
