S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,66,66,192,"9,895","45,897"
1,Arjunbilla,4,4,9,550,"2,296"
2,Baria,4,4,10,772,"3,817"
3,Chaturanjali,12,12,36,"1,607","7,637"
4,Galu Sahi,6,6,16,"1,079","5,068"
5,Haladia,4,4,14,"1,077","4,824"
6,Jamuti,12,12,44,"1,744","8,252"
7,Jhadghosada,8,8,22,790,"4,065"
8,Khiching,4,4,9,588,"2,418"
9,Sukruli,2,2,6,308,"1,427"
10,Teranti,10,10,26,"1,380","6,093"
,Total,66,66,192,"9,895","45,897"
