S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,8,8,495,"1,908"
1,Korukonda,2,2,22,0
2,Mariwada,1,1,8,0
3,Nakamamidi,1,1,21,67
4,OLD CHIMATAPALLI,1,1,327,"1,436"
5,Somnathpur,1,1,61,97
6,Tarlakota,2,2,56,308
,Total,8,8,495,"1,908"
