S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,40,40,88,"4,018","14,597"
1,Badangomunda,3,3,3,254,991
2,Biramunda,4,4,10,406,"1,391"
3,Chinched,1,1,1,83,335
4,Deuligudi,4,4,8,356,"1,219"
5,Gambhariguda,8,8,17,615,"2,234"
6,Ghuna,8,8,24,877,"3,208"
7,Gudvela,2,2,7,134,511
8,Jamut,3,3,7,275,737
9,Madhekela,3,3,5,204,780
10,Rusuda,3,3,5,809,"3,155"
11,Tentuli Khunti,1,1,1,5,36
,Total,40,40,88,"4,018","14,597"
