S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,140,139,343,"15,354","62,286"
1,Attanda,5,5,16,803,"2,807"
2,Badel,5,5,6,587,"2,037"
3,Balda,7,7,19,918,"4,570"
4,Bheja,5,5,12,333,"1,433"
5,Bilaput,8,8,16,530,"2,003"
6,Chatwa,4,4,22,787,"3,443"
7,Goluru,4,4,27,943,"3,785"
8,Hatibari,2,2,22,741,"3,179"
9,Hikimput,6,6,8,464,"1,645"
10,Khemanduguda,6,6,8,423,"1,848"
11,Khinbar,2,2,10,303,"1,261"
12,Khurji,12,12,17,742,"2,876"
13,Kosandi,11,11,17,828,"3,125"
14,Kulabir,7,7,11,718,"3,153"
15,Kularsingh,8,8,29,"1,275","5,319"
16,Malibelgam,8,8,11,760,"2,617"
17,Nandaka,7,7,12,646,"2,962"
18,Nandpur,5,4,5,477,"1,670"
19,Padwa,3,3,14,316,"1,198"
20,Pantulung,9,9,32,"1,271","5,944"
21,Porjabadopoda,4,4,15,368,"1,670"
22,Raisingh,11,11,13,991,"3,328"
23,Thuba,1,1,1,130,413
,Total,140,139,343,"15,354","62,286"
