S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,30,25,27,"3,124","13,056"
1,Bahabalpur,1,1,1,365,"1,140"
2,Buanl,1,1,1,369,"1,999"
3,Chhanua,1,1,1,94,635
4,Genguti,3,2,2,315,"1,100"
5,Gopinathpur,3,3,3,188,946
6,Gudu,1,1,1,131,496
7,Hidigan,1,1,1,74,296
8,Kasafal,2,2,2,411,"1,660"
9,Kuradiha,1,1,1,54,267
10,Nagram,2,2,4,615,"2,246"
11,Olanda Sargan,5,4,4,272,"1,184"
12,Padmapur,2,1,1,13,58
13,Patrapada,1,1,1,30,75
14,Raisuan,2,1,1,105,557
15,Ranasahi,1,1,1,35,186
16,Rasulpur,1,1,1,30,115
17,Rupsa Samil Hasanpur,2,1,1,23,96
,Total,30,25,27,"3,124","13,056"
