S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,4,4,6,435,"2,066"
1,Bhaler,1,1,3,200,978
2,Chhatapipal,1,1,1,86,377
3,Das Pur,2,2,2,149,711
,Total,4,4,6,435,"2,066"
