S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,16,16,35,"3,157","13,821"
1,Ankariapadar,1,1,1,145,776
2,Atgaon,1,1,5,442,"1,953"
3,Bhaler,1,1,3,200,978
4,Bubel,1,1,2,86,395
5,Chhata Makhana,1,1,1,117,490
6,Chhatapipal,1,1,1,86,377
7,Das Pur,2,2,2,149,711
8,Khalia Pali,2,2,2,214,829
9,Kurul,1,1,2,141,584
10,Patharla,3,3,7,478,"2,003"
11,Puintala,1,1,7,689,"2,972"
12,Randa,1,1,2,410,"1,753"
,Total,16,16,35,"3,157","13,821"
