S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,7,7,"1,157",261
1,Bahugram,1,1,0,0
2,Gujarpur,1,1,0,0
3,Nandol,1,1,0,0
4,Odasing,1,1,"1,078",261
5,Rameswar,1,1,0,0
6,Satyabhamapur,1,1,0,0
7,Sudukhanda,1,1,79,0
,Total,7,7,"1,157",261
