S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,12,12,43,"1,303","5,337"
1,A.sasan,2,2,4,172,719
2,Basanta Pur,1,1,11,340,"1,461"
3,Kankhinda,2,2,10,241,842
4,Kardola,3,3,12,368,"1,523"
5,Kilasama,1,1,1,4,16
6,Kud - Gunderpur,3,3,5,178,776
,Total,12,12,43,"1,303","5,337"
