S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,26,26,173,"3,556","15,591"
1,A.sasan,3,3,16,335,"1,477"
2,Basanta Pur,1,1,4,69,322
3,Bisalkhinda,5,5,33,683,"3,063"
4,Kankhinda,1,1,13,275,900
5,Kilasama,8,8,59,"1,124","4,910"
6,Kud - Gunderpur,2,2,6,165,704
7,Talab,6,6,42,905,"4,215"
,Total,26,26,173,"3,556","15,591"
