S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,6,6,9,"1,169","4,247"
1,Bagbadi,1,1,2,275,985
2,Bhatigaon,2,2,2,245,855
3,Gopaipali,1,1,1,193,762
4,Kusanpuri,1,1,2,206,724
5,Raksa,1,1,2,250,921
,Total,6,6,9,"1,169","4,247"
