S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,27,26,33,711,"3,666"
1,Adakata,1,1,1,29,132
2,Badasilinga,18,18,25,522,"2,799"
3,Belapadapatana,1,1,1,11,49
4,Chhamundia,3,3,3,83,325
5,Karadapada,1,1,1,24,91
6,Kishore Prasad,1,1,1,18,166
7,Rasanga,2,1,1,24,104
,Total,27,26,33,711,"3,666"
