S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,49,45,110,"2,824","13,449"
1,BHABANIPUR,2,1,1,4,21
2,DAMIABARABERA,23,22,51,"1,285","5,481"
3,KUMURANGASASAN,1,1,2,20,109
4,Niladriprasad,19,18,51,"1,188","5,846"
5,Torasingh,1,1,1,61,305
6,Tumuraputsasan,3,2,4,266,"1,687"
,Total,49,45,110,"2,824","13,449"
