S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,21,21,55,"3,399","13,133"
1,Bhadigaon,2,2,4,322,"1,128"
2,Kamgaon,1,1,5,300,"1,285"
3,Kelendapali,6,6,15,883,"3,474"
4,Mulbar,4,4,13,809,"3,416"
5,Narangpur,7,7,17,"1,063","3,759"
6,Sukuda,1,1,1,22,71
,Total,21,21,55,"3,399","13,133"
