S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,9,11
1,KUSANGA,1,1,4,11
2,Radhanagar,1,1,0,0
3,TALAGAON,2,2,5,0
,Total,4,4,9,11
