S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,18,18,36,"2,044","8,702"
1,Banasing,1,1,2,172,746
2,Barda,1,1,1,137,548
3,Bhapur,1,1,1,145,607
4,Chandra Sekhar Prasad,1,1,2,54,219
5,Gengutia,1,1,1,64,244
6,Kaimati,1,1,3,182,720
7,Kakudibhag,1,1,1,10,60
8,Kankadahada,1,1,2,218,868
9,Kankadpal,1,1,1,39,186
10,Madhusahupatna,1,1,1,95,361
11,Manipur,1,1,2,3,226
12,Nagiapasi,1,1,1,26,101
13,Radhadeipur,1,1,1,25,101
14,Sankulei,1,1,3,207,923
15,Sogarpasi,1,1,2,111,486
16,Suakhaikateni,2,2,10,359,"1,416"
17,Tarava,1,1,2,197,890
,Total,18,18,36,"2,044","8,702"
