S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,8,8,16,"1,818","8,072"
1,Agnipur,1,1,2,38,373
2,Badakumali,2,2,5,554,"2,608"
3,Bikrampur,1,1,1,44,148
4,Mantriguda,1,1,2,426,"1,522"
5,Pujariguda,1,1,3,223,973
6,Sanamosigam,1,1,1,40,174
7,Taragam,1,1,2,493,"2,274"
,Total,8,8,16,"1,818","8,072"
