S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,18,18,28,"3,026","11,751"
1,Bausenmora,2,2,2,423,"1,824"
2,Beherapali,1,1,1,173,649
3,Bijapali,1,1,1,101,387
4,Jhar,1,1,1,47,183
5,Kanapali,2,2,2,348,"1,100"
6,Kangaon,3,3,6,324,"1,366"
7,Karandola,2,2,4,462,"1,637"
8,Pandakipali,2,2,4,592,"2,402"
9,Rengali,2,2,3,206,917
10,Sanimal,1,1,1,72,261
11,Sarkanda,1,1,3,278,"1,025"
,Total,18,18,28,"3,026","11,751"
