S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,4,4,"1,322",938
1,Gobardhanpur,1,1,85,0
2,Kiajhar,1,1,"1,073",0
3,Mangalpur,1,1,41,170
4,Salijanga,1,1,123,768
,Total,4,4,"1,322",938
