S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,130,130,663,"13,052","61,178"
1,Banki,5,5,33,678,"3,421"
2,Bhaludungri,18,18,69,"1,362","6,093"
3,Bonaikela,12,12,56,937,"4,576"
4,Chandiposh,11,11,64,"1,086","4,961"
5,Gurundia,11,11,50,"1,032","5,394"
6,Jarda,10,10,54,"1,018","4,412"
7,Kucheita,5,5,30,679,"3,347"
8,Kundeidiha,8,8,56,"1,249","5,540"
9,Narendra,15,15,36,"1,049","4,527"
10,Pankadihi,6,6,45,"1,000","5,069"
11,Sole,15,15,81,"1,402","6,479"
12,Tamada,7,7,51,990,"4,706"
13,Tamparkela,7,7,38,570,"2,653"
,Total,130,130,663,"13,052","61,178"
