S.No.,Panchayat,Villages,Habitations,HouseHolds,Population
,Total,5,5,12,259
1,Balligeda,1,1,7,227
2,Kudutuli,2,2,0,0
3,Letingia,1,1,5,32
4,Sirtiguda,1,1,0,0
,Total,5,5,12,259
