S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,27,27,41,971,"3,594"
1,Chandapur,7,7,12,230,703
2,Girisola,2,2,2,174,535
3,Govindanagar,1,1,1,25,83
4,K.nuagam,7,7,10,170,746
5,Kotlingi,1,1,1,1,6
6,L.m.l.n Pur,2,2,4,97,427
7,Ramchandrapur,6,6,9,154,614
8,Rampa,1,1,2,120,480
,Total,27,27,41,971,"3,594"
