S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,7,7,25,"2,024","9,046"
1,Belgam,1,1,1,97,455
2,Chatiguda,1,1,4,478,"2,171"
3,Chitabeda,1,1,1,55,229
4,Goursingha,1,1,5,52,266
5,Jharigaon,1,1,1,110,506
6,Kanakote,1,1,10,681,"3,017"
7,Rathak Handiguda,1,1,3,551,"2,402"
,Total,7,7,25,"2,024","9,046"
