S.No.,Panchayat,Total Villages,Villages,Habitations,HouseHolds,Population
,Total,45,44,104,"5,192","24,165"
1,Badakerjang,2,2,3,59,289
2,Bauli Gada,2,2,4,186,820
3,Bhogabereni,7,7,12,593,"2,791"
4,Budhapanka,6,5,12,915,"4,394"
5,Gotamara,1,1,6,154,677
6,Jamunali,1,1,1,231,"1,155"
7,Jarasinga,1,1,4,54,238
8,Kandasara,1,1,10,13,161
9,Kanjara,1,1,2,8,32
10,Kukudanga,4,4,8,845,"3,885"
11,Kulad,1,1,3,41,208
12,Kurudol,2,2,5,234,"1,170"
13,Mahidharpur,1,1,3,342,"1,313"
14,Nuahata,4,4,10,393,"1,592"
15,Raniguda Jungle,1,1,5,430,"2,140"
16,Samantarapur (kha),1,1,1,93,420
17,Sanakerejanga,1,1,2,47,219
18,Santarapur,1,1,3,165,818
19,Shakosinga,4,4,6,287,"1,409"
20,Talamul,1,1,2,69,298
21,Talamulasasan,1,1,1,30,123
22,Tubey,1,1,1,3,13
,Total,45,44,104,"5,192","24,165"
